id,resource_type,locator,translatable_string
90843033-17c4-4a0a-a526-4b1fa3272549,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].synonyms[3]","""momsie"""
2168bee3-048c-4c76-9896-429ec9bf1b2e,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""mother""].synonyms[4]","""mum"""
0b873b1d-87c4-4518-8838-2d217eb9c567,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""partner""].value","""partner"""
00bc2d47-2a0c-4182-a33e-bac58abd1851,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].value","""relative"""
0912b707-fe4b-44fc-8c7f-622f0afa374a,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[0]","""aunt"""
40d1185a-aa0a-4459-a3cd-cbf8678eabdf,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[1]","""brother"""
6dc74429-245f-4c92-8678-209dc9688ed8,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[2]","""cousin"""
0026b417-5acf-4ccb-be1f-1a28b777649b,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[3]","""grandma"""
fc8818b5-9094-483b-8d15-3c881f30b77a,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[4]","""grandpa"""
c65243e3-5040-4b6c-b95f-31c1af0b32ad,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[5]","""grannie"""
a0ecf512-a864-498d-abb4-0b6779bf2478,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[6]","""granny"""
78a4a91f-5f7a-42fb-b051-146f4e44f264,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[7]","""sister"""
7470e5a4-cc08-4231-9c50-a86a7a6ea0ce,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[8]","""step"""
0b6edddf-3639-4778-9557-2992706870a0,ENTITY_VALUE_SYNONYM,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""relative""].synonyms[9]","""uncle"""
0e57d1ba-8cad-4d8b-82fe-e58511636df7,ENTITY_VALUE,"workspace.entities[entity=""relationship""].values[type=""synonyms"", value=""wife""].value","""wife"""
